civilian_network_s,crow_flies_km,bearing_deg,borough,origin_layer,start_lat,start_lon,dest_lat,dest_lon,osm_path_km,osm_n_edges,osm_n_nodes,osm_mean_speed_kmh,osm_min_speed_kmh,osm_primary_share,osm_motorway_share,osm_residential_share,osm_circuity,osm_route_ok,travel_seconds,hour,dow,is_weekend,is_rush,is_night,severity,wx_is_precip,wx_is_snow,wx_temp_c,wx_humidity,wx_precip_mm,wx_wind_kmh,wx_visibility_m,wx_cloudcover
1133.217025600236,11.542107999775807,7.799376792955286,BROOKLYN,ems_station,40.649196,-73.902192,40.75203495383239,-73.88359732782362,15.278533848818002,126.0,127.0,45.7543769431486,32.1868,0.4365079365079365,0.07936507936507936,0.14285714285714285,1.3237212690363642,1.0,1444.1164521632825,19,3,0,1,0,3.0,0,0,25.25,64.5,0.0,12.0,,100.0
1133.217025600236,11.542107999775807,7.799376792955286,BROOKLYN,ems_station,40.649196,-73.902192,40.75203495383239,-73.88359732782362,15.278533848818002,126.0,127.0,45.7543769431486,32.1868,0.4365079365079365,0.07936507936507936,0.14285714285714285,1.3237212690363642,1.0,1456.115219629337,19,2,0,1,0,2.0,1,0,25.25,64.5,1.4259563838923441,12.0,,100.0
1133.217025600236,11.542107999775807,7.799376792955286,BROOKLYN,ems_station,40.649196,-73.902192,40.75203495383239,-73.88359732782362,15.278533848818002,126.0,127.0,45.7543769431486,32.1868,0.4365079365079365,0.07936507936507936,0.14285714285714285,1.3237212690363642,1.0,907.7867889681199,20,2,0,0,0,4.0,0,0,22.5,71.5,0.0,10.25,,81.5
1133.217025600236,11.542107999775807,7.799376792955286,BROOKLYN,ems_station,40.649196,-73.902192,40.75203495383239,-73.88359732782362,15.278533848818002,126.0,127.0,45.7543769431486,32.1868,0.4365079365079365,0.07936507936507936,0.14285714285714285,1.3237212690363642,1.0,1408.4581699710789,18,4,0,1,0,3.0,0,0,25.55,61.5,0.0,14.35,,92.0
1133.217025600236,11.542107999775807,7.799376792955286,BROOKLYN,ems_station,40.649196,-73.902192,40.75203495383239,-73.88359732782362,15.278533848818002,126.0,127.0,45.7543769431486,32.1868,0.4365079365079365,0.07936507936507936,0.14285714285714285,1.3237212690363642,1.0,1257.2990723984085,18,6,1,1,0,6.0,0,0,25.55,61.5,0.0,14.35,,92.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,263.4508007229787,4,3,0,0,1,5.0,0,0,16.65,89.0,0.0,7.1,,54.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,474.17821868987795,6,0,0,0,0,7.0,0,0,16.2,93.0,0.0,7.800000000000001,,66.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,363.3553653643,11,4,0,0,0,6.0,0,0,25.0,56.0,0.0,9.55,,45.5
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,345.86704993260025,14,0,0,0,0,7.0,0,0,26.8,48.5,0.0,11.8,,83.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,396.7970459152035,11,5,1,0,0,6.0,0,0,25.0,56.0,0.0,9.55,,45.5
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,365.2667115679305,10,1,0,0,0,5.0,0,0,23.55,61.0,0.0,9.25,,21.5
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,330.071257311737,20,4,0,0,0,6.0,0,0,22.5,71.5,0.0,10.25,,81.5
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,314.57167244904525,15,2,0,0,0,6.0,0,0,26.15,52.0,0.0,13.25,,97.5
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,314.170774401407,12,5,1,0,0,5.0,1,0,26.299999999999997,53.5,1.955109951795784,11.7,,61.5
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,335.1527863907448,5,5,1,0,1,7.0,1,0,16.25,91.5,0.6323846464619988,7.1499999999999995,,46.5
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,459.2700992767766,6,2,0,0,0,4.0,0,0,16.2,93.0,0.0,7.800000000000001,,66.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,280.2355197996663,4,5,1,0,1,6.0,0,0,16.65,89.0,0.0,7.1,,54.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,251.90577187817834,4,1,0,0,1,4.0,0,0,16.65,89.0,0.0,7.1,,54.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,464.54453306602267,19,1,0,1,0,6.0,0,0,25.25,64.5,0.0,12.0,,100.0
429.09794086333426,4.089260492079393,182.3306476206051,BRONX,hospital_bay,40.880512,-73.881538,40.843766801299076,-73.88351491281807,4.781982218786486,38.0,39.0,40.172550986745534,38.73060232089916,0.18421052631578946,0.0,0.34210526315789475,1.1694002443837574,1.0,240.20173448681663,1,5,1,0,1,2.0,0,0,17.0,82.0,0.0,8.7,,60.5
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,617.3780533480183,8,1,0,1,0,4.0,0,0,19.8,76.5,0.0,7.699999999999999,,58.5
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,455.6063987149957,4,5,1,0,1,7.0,0,0,16.65,89.0,0.0,7.1,,54.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,447.34740492138303,0,4,0,0,1,4.0,0,0,18.5,77.5,0.0,8.149999999999999,,31.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,598.5777337775039,7,6,1,1,0,2.0,0,0,18.049999999999997,86.5,0.0,9.75,,63.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,569.2997533776702,14,3,0,0,0,7.0,0,0,26.8,48.5,0.0,11.8,,83.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,765.1505799037362,14,3,0,0,0,4.0,1,1,26.8,48.5,1.5361617731921888,11.8,,83.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,664.0908037865728,11,3,0,0,0,4.0,0,0,25.0,56.0,0.0,9.55,,45.5
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,545.453779975294,13,1,0,0,0,6.0,0,0,27.0,51.0,0.0,13.35,,72.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,841.894420948013,16,0,0,1,0,7.0,0,0,25.35,53.5,0.0,14.850000000000001,,97.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,494.3710218777642,21,4,0,0,0,6.0,0,0,21.200000000000003,75.0,0.0,7.199999999999999,,99.5
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,545.5202075084205,14,1,0,0,0,3.0,0,0,26.8,48.5,0.0,11.8,,83.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,426.7311774431075,4,2,0,0,1,6.0,0,0,16.65,89.0,0.0,7.1,,54.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,833.5216467096309,17,1,0,1,0,3.0,0,0,24.8,58.5,0.0,15.55,,82.5
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,782.4326970584904,19,4,0,1,0,3.0,0,0,25.25,64.5,0.0,12.0,,100.0
712.0841211160098,9.378722268512044,249.3725906060041,QUEENS,ems_station,40.774748,-73.874521,40.744987329184966,-73.97871230550359,12.854185804022528,37.0,38.0,61.66756081525499,32.1868,0.05405405405405406,0.7297297297297297,0.08108108108108109,1.370568979015291,1.0,766.3686306238337,8,3,0,1,0,7.0,0,0,19.8,76.5,0.0,7.699999999999999,,58.5
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,631.1180977226628,6,5,1,0,0,6.0,0,0,16.2,93.0,0.0,7.800000000000001,,66.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,492.20180039742075,20,4,0,0,0,3.0,0,0,22.5,71.5,0.0,10.25,,81.5
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,387.6972969018458,0,1,0,0,1,3.0,0,0,18.5,77.5,0.0,8.149999999999999,,31.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,378.43201515263553,3,2,0,0,1,4.0,0,0,16.85,84.5,0.0,8.55,,77.5
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,781.7571001344688,17,2,0,1,0,5.0,0,0,24.8,58.5,0.0,15.55,,82.5
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,807.9150161898577,17,0,0,1,0,6.0,0,0,24.8,58.5,0.0,15.55,,82.5
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,498.1722668625605,23,1,0,0,1,2.0,0,0,20.049999999999997,85.5,0.0,6.4,,55.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,721.5489266061163,9,0,0,1,0,4.0,0,0,21.9,64.5,0.0,8.5,,50.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,420.27523912347345,4,5,1,0,1,3.0,0,0,16.65,89.0,0.0,7.1,,54.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,711.5044634284609,14,0,0,0,0,3.0,1,0,26.8,48.5,1.3257338348397942,11.8,,83.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,725.3942504726698,6,5,1,0,0,4.0,0,0,16.2,93.0,0.0,7.800000000000001,,66.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,864.5800214681517,18,3,0,1,0,5.0,0,0,25.55,61.5,0.0,14.35,,92.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,836.0601463328991,18,5,1,1,0,3.0,0,0,25.55,61.5,0.0,14.35,,92.0
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,546.3447131589996,12,0,0,0,0,3.0,0,0,26.299999999999997,53.5,0.0,11.7,,61.5
664.9142179467161,6.979205774505405,106.43034561302443,MANHATTAN,hospital_bay,40.7103015077,-74.0049525399,40.69252111192363,-73.92555278351443,8.650330007964017,76.0,77.0,43.33270109312223,32.1868,0.75,0.06578947368421052,0.039473684210526314,1.2394433245632508,1.0,509.85038982478045,14,6,1,0,0,2.0,0,0,26.8,48.5,0.0,11.8,,83.0
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,174.9957057800248,4,6,1,0,1,5.0,0,0,16.65,89.0,0.0,7.1,,54.0
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,327.3614546797869,17,0,0,1,0,4.0,0,0,24.8,58.5,0.0,15.55,,82.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,260.3542756706722,12,6,1,0,0,5.0,0,0,26.299999999999997,53.5,0.0,11.7,,61.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,268.2212404885327,9,5,1,1,0,6.0,0,0,21.9,64.5,0.0,8.5,,50.0
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,365.23016167546564,8,3,0,1,0,6.0,0,0,19.8,76.5,0.0,7.699999999999999,,58.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,225.26984860210987,23,2,0,0,1,4.0,0,0,20.049999999999997,85.5,0.0,6.4,,55.0
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,158.8322871075288,5,4,0,0,1,2.0,0,0,16.25,91.5,0.0,7.1499999999999995,,46.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,317.71031490743775,9,2,0,1,0,5.0,0,0,21.9,64.5,0.0,8.5,,50.0
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,171.1415452719627,5,1,0,0,1,6.0,0,0,16.25,91.5,0.0,7.1499999999999995,,46.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,293.47526308827344,8,0,0,1,0,7.0,0,0,19.8,76.5,0.0,7.699999999999999,,58.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,233.96069725714366,14,3,0,0,0,4.0,0,0,26.8,48.5,0.0,11.8,,83.0
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,158.83699671171914,1,2,0,0,1,7.0,0,0,17.0,82.0,0.0,8.7,,60.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,244.0468676406936,12,1,0,0,0,7.0,0,0,26.299999999999997,53.5,0.0,11.7,,61.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,335.89666012401244,17,5,1,1,0,4.0,0,0,24.8,58.5,0.0,15.55,,82.5
285.5200641822264,2.9492384890269703,78.29905997292275,QUEENS,ems_station,40.745121,-73.885641,40.750494909866546,-73.85135725025106,3.218092173199135,43.0,44.0,40.442284259081305,40.2335,0.0,0.0,0.11627906976744186,1.09116037416861,1.0,312.47989007393204,8,3,0,1,0,7.0,0,0,19.8,76.5,0.0,7.699999999999999,,58.5
